"","date","junctionName","time","primaryDownstreamJunctionSection/downStreamJunctionDestination","primaryDownstreamJunctionSection/upStreamJunctionDestination","primaryDownstreamJunctionSection/links/0/speedLimit","primaryDownstreamJunctionSection/avgSpeed","secondaryUpstreamJunctionSection/downStreamJunctionDestination","secondaryUpstreamJunctionSection/upStreamJunctionDestination","secondaryUpstreamJunctionSection/links/0/speedLimit","secondaryUpstreamJunctionSection/avgSpeed","primaryUpstreamJunctionSection/downStreamJunctionDestination","primaryUpstreamJunctionSection/upStreamJunctionDestination","primaryUpstreamJunctionSection/links/0/speedLimit","primaryUpstreamJunctionSection/avgSpeed","secondaryDownstreamJunctionSection/avgSpeed"
"564",2022-04-07,"J21A","13:30","Coalville / Leicester","Leicester",70,68.20141,"Limited Access","Leicester",70,70,"Leicester","Leicester",70,61.906418,68.75024
"565",2022-04-07,"J22","13:30","Loughborough","Coalville / Leicester",70,65.44648,"Leicester","Loughborough",70,66.35195,"Coalville / Leicester","Leicester",70,68.20141,70
"566",2022-04-07,"J23","13:30","Nottingham / East Mids Airport","Loughborough",70,63.803112,"Loughborough","Birmingham",70,67.108086,"Loughborough","Coalville / Leicester",70,65.44648,66.35195
"567",2022-04-07,"J23A","13:30","Derby","Nottingham / East Mids Airport",70,63.549408,"Birmingham","East Mids Airport / Loughborough",70,60.432926,"Nottingham / East Mids Airport","Loughborough",70,63.803112,67.108086
"568",2022-04-07,"J24","13:30","Derby","Derby",70,65.24397,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,62.129066,"Derby","Nottingham / East Mids Airport",70,63.549408,60.432926
"569",2022-04-07,"J24A","13:30","Nottingham / Derby","Derby",70,65.504715,"East Mids Airport / Loughborough","Nottingham / Derby",70,63.37986,"Derby","Derby",70,65.24397,62.129066
"570",2022-04-07,"J25","13:30","Nottingham","Nottingham / Derby",70,64.01052,"Nottingham / Derby","Nottingham",70,64.64522,"Nottingham / Derby","Derby",70,65.504715,63.37986
"571",2022-04-07,"J26","13:30","Mansfield","Nottingham",70,65.43095,"Nottingham","Nottingham / Langley Mill",70,68.062416,"Nottingham","Nottingham / Derby",70,64.01052,64.64522
"572",2022-04-07,"J27","13:30","Mansfield","Mansfield",70,67.70881,"Nottingham / Langley Mill","Mansfield",70,67.10575,"Mansfield","Nottingham",70,65.43095,68.062416
"573",2022-04-07,"J28","13:30","Chesterfield / Mansfield","Mansfield",70,67.859,"Mansfield","Mansfield / Chesterfield",70,68.350494,"Mansfield","Mansfield",70,67.70881,67.10575
"574",2022-04-07,"J29","13:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,68.739685,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,64.59138,"Chesterfield / Mansfield","Mansfield",70,67.859,68.350494
"575",2022-04-07,"J29A","13:30","Sheffield","Chesterfield (E) / Bolsover",70,66.02858,"Chesterfield (E) / Bolsover","Worksop",70,63.199127,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,68.739685,64.59138
"576",2022-04-07,"J30","13:30","Sheffield","Sheffield",70,65.85032,"Worksop","Worksop",70,62.941154,"Sheffield","Chesterfield (E) / Bolsover",70,66.02858,63.199127
"577",2022-04-07,"J31","13:30","Doncaster","Sheffield",70,62.001472,"Worksop","Sheffield",70,65.96402,"Sheffield","Sheffield",70,65.85032,62.941154
"578",2022-04-07,"J32","13:30","Sheffield Airport / Rotherham","Doncaster",70,55.71401,"Sheffield","Rotherham",70,66.26051,"Doncaster","Sheffield",70,62.001472,65.96402
"579",2022-04-07,"J33","13:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,57.514973,"Rotherham","Sheffield / Rotherham",70,58.784134,"Sheffield Airport / Rotherham","Doncaster",70,55.71401,66.26051
"580",2022-04-07,"J34","13:30","Sheffield / Rotherham","Sheffield / Rotherham",70,62.275166,"Sheffield / Rotherham","Sheffield / Rotherham",70,57.641827,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,57.514973,58.784134
"581",2022-04-07,"J35","13:30","Chapeltown","Sheffield / Rotherham",70,60.273006,"Sheffield / Rotherham","Limited Access",70,65.08532,"Sheffield / Rotherham","Sheffield / Rotherham",70,62.275166,57.641827
"582",2022-04-07,"J35A","13:30","Barnsley","Chapeltown",70,66.16747,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,60.273006,65.08532
"583",2022-04-07,"J36","13:30","Barnsley","Barnsley",70,68.07476,"Hoyland","Barnsley",70,62.64533,"Barnsley","Chapeltown",70,66.16747,70
"584",2022-04-07,"J37","13:30","Huddersfield","Barnsley",70,64.535255,"Barnsley","Barnsley",70,64.06961,"Barnsley","Barnsley",70,68.07476,62.64533
"585",2022-04-07,"J38","13:30","Wakefield","Huddersfield",70,68.12459,"Barnsley","Wakefield",70,66.323524,"Huddersfield","Barnsley",70,64.535255,64.06961
"586",2022-04-07,"J39","13:30","Dewsbury / Wakefield","Wakefield",70,68.475105,"Wakefield","Wakefield / Dewsbury",70,67.78906,"Wakefield","Huddersfield",70,68.12459,66.323524
"587",2022-04-07,"J40","13:30","Wakefield","Dewsbury / Wakefield",70,67.529655,"Wakefield / Dewsbury","Wakefield / Morley",70,67.805084,"Dewsbury / Wakefield","Wakefield",70,68.475105,67.78906
"588",2022-04-07,"J41","13:30","Manchester / Hull","Wakefield",70,67.22525,"Wakefield / Morley","Manchester / Hull",70,68.750786,"Wakefield","Dewsbury / Wakefield",70,67.529655,67.805084
"589",2022-04-07,"J42","13:30","Leeds","Manchester / Hull",70,66.42617,"Manchester / Hull","Limited Access",70,64.816154,"Manchester / Hull","Wakefield",70,67.22525,68.750786
"590",2022-04-07,"J43|44","13:30","Limited Access","Leeds",70,67.38328,"Limited Access","Limited Access",70,63.644115,"Leeds","Manchester / Hull",70,66.42617,64.816154
"591",2022-04-07,"J45","13:30","Leeds","Limited Access",70,64.001236,"Limited Access","Leeds / Garforth",70,63.539364,"Limited Access","Leeds",70,67.38328,63.644115
"592",2022-04-07,"J46","13:30","Garforth / A1(M) Interchange","Leeds",70,66.85044,"Leeds / Garforth","Garforth / A1(M) Interchange",70,65.24258,"Leeds","Limited Access",70,64.001236,63.539364
"593",2022-04-07,"J47","13:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,65.24397,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,67.82981,"Garforth / A1(M) Interchange","Leeds",70,66.85044,65.24258
"594",2022-04-07,"J48","13:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,65.24397,67.82981
"595",2022-04-08,"J1","13:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,54.826256,NA,NA,NA,NA,NA
"596",2022-04-08,"J2","13:30","Limited Access","Limited Access",70,70,"Mill Hill","Edgware",70,67.96442,"Limited Access","Brent Cross",70,70,54.826256
"597",2022-04-08,"J4","13:30","Watford","Limited Access",70,69.91021,"Edgware","Watford",70,68.72444,"Limited Access","Limited Access",70,70,67.96442
"598",2022-04-08,"J5","13:30","St Albans","Watford",70,67.39833,"Watford","St Albans",70,70,"Watford","Limited Access",70,69.91021,68.72444
"599",2022-04-08,"J6","13:30","Limited Access","St Albans",70,64.622604,"St Albans","Heathrow",70,69.04527,"St Albans","Watford",70,67.39833,70
"600",2022-04-08,"J6A","13:30","Limited Access","Limited Access",70,64.189926,"Heathrow","Hemel Hempstead",70,40.389126,"Limited Access","St Albans",70,64.622604,69.04527
"601",2022-04-08,"J7","13:30","Hemel Hempstead","Limited Access",50,54.26444,"Hemel Hempstead","Hemel Hempstead",50,50.13734,"Limited Access","Limited Access",70,64.189926,40.389126
"602",2022-04-08,"J8","13:30","Dunstable","Hemel Hempstead",70,57.882156,"Hemel Hempstead","Harpenden",70,57.193764,"Hemel Hempstead","Limited Access",50,54.26444,50.13734
"603",2022-04-08,"J9","13:30","Luton Airport","Dunstable",70,58.969437,"Harpenden","Luton Airport",70,66.6789,"Dunstable","Hemel Hempstead",70,57.882156,57.193764
"604",2022-04-08,"J10","13:30","Luton","Luton Airport",70,57.166145,"Luton Airport","Luton",70,58.168655,"Luton Airport","Dunstable",70,58.969437,66.6789
"605",2022-04-08,"J11","13:30","Dunstable","Luton",70,56.41745,"Luton","Dunstable",70,56.95593,"Luton","Luton Airport",70,57.166145,58.168655
"606",2022-04-08,"J11A","13:30","Flitwick","Dunstable",70,59.798733,"Dunstable","Flitwick",70,59.65007,"Dunstable","Luton",70,56.41745,56.95593
"607",2022-04-08,"J12","13:30","Milton Keynes","Flitwick",70,60.728024,"Flitwick","Bedford",70,60.490177,"Flitwick","Dunstable",70,59.798733,59.65007
"608",2022-04-08,"J13","13:30","Milton Keynes","Milton Keynes",70,64.001236,"Bedford","Milton Keynes",70,61.04837,"Milton Keynes","Flitwick",70,60.728024,60.490177
"609",2022-04-08,"J14","13:30","Northampton","Milton Keynes",70,43.66361,"Milton Keynes","Northampton",70,57.53106,"Milton Keynes","Milton Keynes",70,64.001236,61.04837
"610",2022-04-08,"J15","13:30","Northampton","Northampton",70,34.47409,"Northampton","Northampton",70,50.21055,"Northampton","Milton Keynes",70,43.66361,57.53106
"611",2022-04-08,"J15A","13:30","Northampton","Northampton",70,48.225475,"Northampton","Northampton",70,54.162037,"Northampton","Northampton",70,34.47409,50.21055
"612",2022-04-08,"J16","13:30","Coventry","Northampton",70,63.300484,"Northampton","Limited Access",70,63.20973,"Northampton","Northampton",70,48.225475,54.162037
"613",2022-04-08,"J17","13:30","Rugby","Coventry",70,64.45103,"Limited Access","Rugby",70,70,"Coventry","Northampton",70,63.300484,63.20973
"614",2022-04-08,"J18","13:30","Birmingham","Rugby",70,64.33441,"Rugby","Birmingham",70,67.02152,"Rugby","Coventry",70,64.45103,70
"615",2022-04-08,"J19","13:30","Lutterworth / Rugby","Birmingham",70,69.00954,"Birmingham","Lutterworth / Rugby",70,66.14746,"Birmingham","Rugby",70,64.33441,67.02152
"616",2022-04-08,"J20","13:30","Leicester","Lutterworth / Rugby",70,67.763695,"Lutterworth / Rugby","Leicester",70,68.227776,"Lutterworth / Rugby","Birmingham",70,69.00954,66.14746
"617",2022-04-08,"J21","13:30","Leicester","Leicester",70,59.256554,"Leicester","Limited Access",70,64.5698,"Leicester","Lutterworth / Rugby",70,67.763695,68.227776
"618",2022-04-08,"J21A","13:30","Coalville / Leicester","Leicester",70,64.92144,"Limited Access","Leicester",70,68.9722,"Leicester","Leicester",70,59.256554,64.5698
"619",2022-04-08,"J22","13:30","Loughborough","Coalville / Leicester",70,66.90558,"Leicester","Loughborough",70,53.642986,"Coalville / Leicester","Leicester",70,64.92144,68.9722
"620",2022-04-08,"J23","13:30","Nottingham / East Mids Airport","Loughborough",70,67.65892,"Loughborough","Birmingham",70,59.15695,"Loughborough","Coalville / Leicester",70,66.90558,53.642986
"621",2022-04-08,"J23A","13:30","Derby","Nottingham / East Mids Airport",70,66.644905,"Birmingham","East Mids Airport / Loughborough",70,63.88295,"Nottingham / East Mids Airport","Loughborough",70,67.65892,59.15695
"622",2022-04-08,"J24","13:30","Derby","Derby",70,67.108086,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,65.73558,"Derby","Nottingham / East Mids Airport",70,66.644905,63.88295
"623",2022-04-08,"J24A","13:30","Nottingham / Derby","Derby",70,65.3161,"East Mids Airport / Loughborough","Nottingham / Derby",70,68.35083,"Derby","Derby",70,67.108086,65.73558
"624",2022-04-08,"J25","13:30","Nottingham","Nottingham / Derby",70,64.22871,"Nottingham / Derby","Nottingham",70,67.99328,"Nottingham / Derby","Derby",70,65.3161,68.35083
"625",2022-04-08,"J26","13:30","Mansfield","Nottingham",70,60.15022,"Nottingham","Nottingham / Langley Mill",70,67.72946,"Nottingham","Nottingham / Derby",70,64.22871,67.99328
"626",2022-04-08,"J27","13:30","Mansfield","Mansfield",70,67.22823,"Nottingham / Langley Mill","Mansfield",70,66.58989,"Mansfield","Nottingham",70,60.15022,67.72946
"627",2022-04-08,"J28","13:30","Chesterfield / Mansfield","Mansfield",70,64.788414,"Mansfield","Mansfield / Chesterfield",70,66.63139,"Mansfield","Mansfield",70,67.22823,66.58989
"628",2022-04-08,"J29","13:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,64.75222,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,66.60474,"Chesterfield / Mansfield","Mansfield",70,64.788414,66.63139
"629",2022-04-08,"J29A","13:30","Sheffield","Chesterfield (E) / Bolsover",70,65.309814,"Chesterfield (E) / Bolsover","Worksop",70,65.24397,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,64.75222,66.60474
"630",2022-04-08,"J30","13:30","Sheffield","Sheffield",70,67.36618,"Worksop","Worksop",70,66.83639,"Sheffield","Chesterfield (E) / Bolsover",70,65.309814,65.24397
"631",2022-04-08,"J31","13:30","Doncaster","Sheffield",70,63.187336,"Worksop","Sheffield",70,68.068146,"Sheffield","Sheffield",70,67.36618,66.83639
"632",2022-04-08,"J32","13:30","Sheffield Airport / Rotherham","Doncaster",70,60.214596,"Sheffield","Rotherham",70,64.230194,"Doncaster","Sheffield",70,63.187336,68.068146
"633",2022-04-08,"J33","13:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,55.84516,"Rotherham","Sheffield / Rotherham",70,60.394558,"Sheffield Airport / Rotherham","Doncaster",70,60.214596,64.230194
"634",2022-04-08,"J34","13:30","Sheffield / Rotherham","Sheffield / Rotherham",70,63.794018,"Sheffield / Rotherham","Sheffield / Rotherham",70,64.3912,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,55.84516,60.394558
"635",2022-04-08,"J35","13:30","Chapeltown","Sheffield / Rotherham",70,64.001236,"Sheffield / Rotherham","Limited Access",70,66.79078,"Sheffield / Rotherham","Sheffield / Rotherham",70,63.794018,64.3912
"636",2022-04-08,"J35A","13:30","Barnsley","Chapeltown",70,69.27434,"Limited Access","Hoyland",70,68.9722,"Chapeltown","Sheffield / Rotherham",70,64.001236,66.79078
"637",2022-04-08,"J36","13:30","Barnsley","Barnsley",70,69.732056,"Hoyland","Barnsley",70,66.672195,"Barnsley","Chapeltown",70,69.27434,68.9722
"638",2022-04-08,"J37","13:30","Huddersfield","Barnsley",70,66.76863,"Barnsley","Barnsley",70,69.17883,"Barnsley","Barnsley",70,69.732056,66.672195
"639",2022-04-08,"J38","13:30","Wakefield","Huddersfield",70,69.396706,"Barnsley","Wakefield",70,67.518135,"Huddersfield","Barnsley",70,66.76863,69.17883
"640",2022-04-08,"J39","13:30","Dewsbury / Wakefield","Wakefield",70,65.49252,"Wakefield","Wakefield / Dewsbury",70,64.77049,"Wakefield","Huddersfield",70,69.396706,67.518135
"641",2022-04-08,"J40","13:30","Wakefield","Dewsbury / Wakefield",70,65.806076,"Wakefield / Dewsbury","Wakefield / Morley",70,68.21143,"Dewsbury / Wakefield","Wakefield",70,65.49252,64.77049
"642",2022-04-08,"J41","13:30","Manchester / Hull","Wakefield",70,66.64294,"Wakefield / Morley","Manchester / Hull",70,68.88363,"Wakefield","Dewsbury / Wakefield",70,65.806076,68.21143
"643",2022-04-08,"J42","13:30","Leeds","Manchester / Hull",70,67.049255,"Manchester / Hull","Limited Access",70,68.64115,"Manchester / Hull","Wakefield",70,66.64294,68.88363
"644",2022-04-08,"J43|44","13:30","Limited Access","Leeds",70,70,"Limited Access","Limited Access",70,68.42496,"Leeds","Manchester / Hull",70,67.049255,68.64115
"645",2022-04-08,"J45","13:30","Leeds","Limited Access",70,67.72946,"Limited Access","Leeds / Garforth",70,69.92919,"Limited Access","Leeds",70,70,68.42496
"646",2022-04-08,"J46","13:30","Garforth / A1(M) Interchange","Leeds",70,69.710464,"Leeds / Garforth","Garforth / A1(M) Interchange",70,70,"Leeds","Limited Access",70,67.72946,69.92919
"647",2022-04-08,"J47","13:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,69.710464,70
"648",2022-04-08,"J48","13:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,70
"649",2022-04-09,"J1","13:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,60.56268,NA,NA,NA,NA,NA
"650",2022-04-09,"J2","13:30","Limited Access","Limited Access",70,67.93336,"Mill Hill","Edgware",70,70,"Limited Access","Brent Cross",70,70,60.56268
"651",2022-04-09,"J4","13:30","Watford","Limited Access",70,70,"Edgware","Watford",70,70,"Limited Access","Limited Access",70,67.93336,70
"652",2022-04-09,"J5","13:30","St Albans","Watford",70,64.78385,"Watford","St Albans",70,70,"Watford","Limited Access",70,70,70
"653",2022-04-09,"J6","13:30","Limited Access","St Albans",70,60.273006,"St Albans","Heathrow",70,70,"St Albans","Watford",70,64.78385,70
"654",2022-04-09,"J6A","13:30","Limited Access","Limited Access",70,63.945927,"Heathrow","Hemel Hempstead",70,55.302036,"Limited Access","St Albans",70,60.273006,70
"655",2022-04-09,"J7","13:30","Hemel Hempstead","Limited Access",50,60.689228,"Hemel Hempstead","Hemel Hempstead",50,58.181404,"Limited Access","Limited Access",70,63.945927,55.302036
"656",2022-04-09,"J8","13:30","Dunstable","Hemel Hempstead",70,66.08643,"Hemel Hempstead","Harpenden",70,62.70183,"Hemel Hempstead","Limited Access",50,60.689228,58.181404
"657",2022-04-09,"J9","13:30","Luton Airport","Dunstable",70,67.72946,"Harpenden","Luton Airport",70,66.05754,"Dunstable","Hemel Hempstead",70,66.08643,62.70183
"658",2022-04-09,"J10","13:30","Luton","Luton Airport",70,63.689808,"Luton Airport","Luton",70,59.334282,"Luton Airport","Dunstable",70,67.72946,66.05754
"659",2022-04-09,"J11","13:30","Dunstable","Luton",70,60.108326,"Luton","Dunstable",70,56.95593,"Luton","Luton Airport",70,63.689808,59.334282
"660",2022-04-09,"J11A","13:30","Flitwick","Dunstable",70,51.89798,"Dunstable","Flitwick",70,62.246437,"Dunstable","Luton",70,60.108326,56.95593
"661",2022-04-09,"J12","13:30","Milton Keynes","Flitwick",70,65.52835,"Flitwick","Bedford",70,59.247425,"Flitwick","Dunstable",70,51.89798,62.246437
"662",2022-04-09,"J13","13:30","Milton Keynes","Milton Keynes",70,63.710335,"Bedford","Milton Keynes",70,63.92963,"Milton Keynes","Flitwick",70,65.52835,59.247425
"663",2022-04-09,"J14","13:30","Northampton","Milton Keynes",70,22.59956,"Milton Keynes","Northampton",70,57.012794,"Milton Keynes","Milton Keynes",70,63.710335,63.92963
"664",2022-04-09,"J15","13:30","Northampton","Northampton",70,40.50422,"Northampton","Northampton",70,48.546776,"Northampton","Milton Keynes",70,22.59956,57.012794
"665",2022-04-09,"J15A","13:30","Northampton","Northampton",70,47.49286,"Northampton","Northampton",70,52.65998,"Northampton","Northampton",70,40.50422,48.546776
"666",2022-04-09,"J16","13:30","Coventry","Northampton",70,65.70659,"Northampton","Limited Access",70,64.227264,"Northampton","Northampton",70,47.49286,52.65998
"667",2022-04-09,"J17","13:30","Rugby","Coventry",70,69.89344,"Limited Access","Rugby",70,64.001236,"Coventry","Northampton",70,65.70659,64.227264
"668",2022-04-09,"J18","13:30","Birmingham","Rugby",70,69.251854,"Rugby","Birmingham",70,65.403824,"Rugby","Coventry",70,69.89344,64.001236
"669",2022-04-09,"J19","13:30","Lutterworth / Rugby","Birmingham",70,70,"Birmingham","Lutterworth / Rugby",70,68.87877,"Birmingham","Rugby",70,69.251854,65.403824
"670",2022-04-09,"J20","13:30","Leicester","Lutterworth / Rugby",70,69.66204,"Lutterworth / Rugby","Leicester",70,69.56281,"Lutterworth / Rugby","Birmingham",70,70,68.87877
"671",2022-04-09,"J21","13:30","Leicester","Leicester",70,64.33236,"Leicester","Limited Access",70,69.19392,"Leicester","Lutterworth / Rugby",70,69.66204,69.56281
"672",2022-04-09,"J21A","13:30","Coalville / Leicester","Leicester",70,70,"Limited Access","Leicester",70,70,"Leicester","Leicester",70,64.33236,69.19392
"673",2022-04-09,"J22","13:30","Loughborough","Coalville / Leicester",70,69.87282,"Leicester","Loughborough",70,66.59255,"Coalville / Leicester","Leicester",70,70,70
"674",2022-04-09,"J23","13:30","Nottingham / East Mids Airport","Loughborough",70,70,"Loughborough","Birmingham",70,64.765564,"Loughborough","Coalville / Leicester",70,69.87282,66.59255
"675",2022-04-09,"J23A","13:30","Derby","Nottingham / East Mids Airport",70,68.98357,"Birmingham","East Mids Airport / Loughborough",70,62.69352,"Nottingham / East Mids Airport","Loughborough",70,70,64.765564
"676",2022-04-09,"J24","13:30","Derby","Derby",70,70,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,64.55788,"Derby","Nottingham / East Mids Airport",70,68.98357,62.69352
"677",2022-04-09,"J24A","13:30","Nottingham / Derby","Derby",70,70,"East Mids Airport / Loughborough","Nottingham / Derby",70,66.48672,"Derby","Derby",70,70,64.55788
"678",2022-04-09,"J25","13:30","Nottingham","Nottingham / Derby",70,64.676704,"Nottingham / Derby","Nottingham",70,69.35017,"Nottingham / Derby","Derby",70,70,66.48672
"679",2022-04-09,"J26","13:30","Mansfield","Nottingham",70,67.8541,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,64.676704,69.35017
"680",2022-04-09,"J27","13:30","Mansfield","Mansfield",70,68.11054,"Nottingham / Langley Mill","Mansfield",70,68.969864,"Mansfield","Nottingham",70,67.8541,70
"681",2022-04-09,"J28","13:30","Chesterfield / Mansfield","Mansfield",70,68.010666,"Mansfield","Mansfield / Chesterfield",70,69.79505,"Mansfield","Mansfield",70,68.11054,68.969864
"682",2022-04-09,"J29","13:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,69.72319,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,70,"Chesterfield / Mansfield","Mansfield",70,68.010666,69.79505
"683",2022-04-09,"J29A","13:30","Sheffield","Chesterfield (E) / Bolsover",70,68.5799,"Chesterfield (E) / Bolsover","Worksop",70,69.99462,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,69.72319,70
"684",2022-04-09,"J30","13:30","Sheffield","Sheffield",70,67.910225,"Worksop","Worksop",70,66.49261,"Sheffield","Chesterfield (E) / Bolsover",70,68.5799,69.99462
"685",2022-04-09,"J31","13:30","Doncaster","Sheffield",70,65.59405,"Worksop","Sheffield",70,65.44133,"Sheffield","Sheffield",70,67.910225,66.49261
"686",2022-04-09,"J32","13:30","Sheffield Airport / Rotherham","Doncaster",70,55.36728,"Sheffield","Rotherham",70,59.766117,"Doncaster","Sheffield",70,65.59405,65.44133
"687",2022-04-09,"J33","13:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,61.6399,"Rotherham","Sheffield / Rotherham",70,57.78601,"Sheffield Airport / Rotherham","Doncaster",70,55.36728,59.766117
"688",2022-04-09,"J34","13:30","Sheffield / Rotherham","Sheffield / Rotherham",70,64.69149,"Sheffield / Rotherham","Sheffield / Rotherham",70,66.65814,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,61.6399,57.78601
"689",2022-04-09,"J35","13:30","Chapeltown","Sheffield / Rotherham",70,67.108086,"Sheffield / Rotherham","Limited Access",70,70,"Sheffield / Rotherham","Sheffield / Rotherham",70,64.69149,66.65814
"690",2022-04-09,"J35A","13:30","Barnsley","Chapeltown",70,69.91281,"Limited Access","Hoyland",70,70,"Chapeltown","Sheffield / Rotherham",70,67.108086,70
"691",2022-04-09,"J36","13:30","Barnsley","Barnsley",70,68.69614,"Hoyland","Barnsley",70,70,"Barnsley","Chapeltown",70,69.91281,70
"692",2022-04-09,"J37","13:30","Huddersfield","Barnsley",70,68.53546,"Barnsley","Barnsley",70,70,"Barnsley","Barnsley",70,68.69614,70
"693",2022-04-09,"J38","13:30","Wakefield","Huddersfield",70,68.9578,"Barnsley","Wakefield",70,70,"Huddersfield","Barnsley",70,68.53546,70
"694",2022-04-09,"J39","13:30","Dewsbury / Wakefield","Wakefield",70,67.4809,"Wakefield","Wakefield / Dewsbury",70,68.52852,"Wakefield","Huddersfield",70,68.9578,70
"695",2022-04-09,"J40","13:30","Wakefield","Dewsbury / Wakefield",70,67.72946,"Wakefield / Dewsbury","Wakefield / Morley",70,68.28706,"Dewsbury / Wakefield","Wakefield",70,67.4809,68.52852
"696",2022-04-09,"J41","13:30","Manchester / Hull","Wakefield",70,67.22525,"Wakefield / Morley","Manchester / Hull",70,63.202724,"Wakefield","Dewsbury / Wakefield",70,67.72946,68.28706
"697",2022-04-09,"J42","13:30","Leeds","Manchester / Hull",70,65.41131,"Manchester / Hull","Limited Access",70,68.4476,"Manchester / Hull","Wakefield",70,67.22525,63.202724
"698",2022-04-09,"J43|44","13:30","Limited Access","Leeds",70,69.24738,"Limited Access","Limited Access",70,66.07142,"Leeds","Manchester / Hull",70,65.41131,68.4476
"699",2022-04-09,"J45","13:30","Leeds","Limited Access",70,68.9722,"Limited Access","Leeds / Garforth",70,68.845955,"Limited Access","Leeds",70,69.24738,66.07142
"700",2022-04-09,"J46","13:30","Garforth / A1(M) Interchange","Leeds",70,70,"Leeds / Garforth","Garforth / A1(M) Interchange",70,69.80117,"Leeds","Limited Access",70,68.9722,68.845955
"701",2022-04-09,"J47","13:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,70,69.80117
"702",2022-04-09,"J48","13:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,70
"703",2022-04-10,"J1","13:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,56.93001,NA,NA,NA,NA,NA
"704",2022-04-10,"J2","13:30","Limited Access","Limited Access",70,69.52997,"Mill Hill","Edgware",70,68.311325,"Limited Access","Brent Cross",70,70,56.93001
"705",2022-04-10,"J4","13:30","Watford","Limited Access",70,70,"Edgware","Watford",70,69.301254,"Limited Access","Limited Access",70,69.52997,68.311325
"706",2022-04-10,"J5","13:30","St Albans","Watford",70,67.95521,"Watford","St Albans",70,67.73714,"Watford","Limited Access",70,70,69.301254
"707",2022-04-10,"J6","13:30","Limited Access","St Albans",70,62.75849,"St Albans","Heathrow",70,70,"St Albans","Watford",70,67.95521,67.73714
"708",2022-04-10,"J6A","13:30","Limited Access","Limited Access",70,64.999985,"Heathrow","Hemel Hempstead",70,62.758488,"Limited Access","St Albans",70,62.75849,70
"709",2022-04-10,"J7","13:30","Hemel Hempstead","Limited Access",50,56.55071,"Hemel Hempstead","Hemel Hempstead",50,61.77378,"Limited Access","Limited Access",70,64.999985,62.758488
"710",2022-04-10,"J8","13:30","Dunstable","Hemel Hempstead",70,67.083015,"Hemel Hempstead","Harpenden",70,60.68912,"Hemel Hempstead","Limited Access",50,56.55071,61.77378
"711",2022-04-10,"J9","13:30","Luton Airport","Dunstable",70,67.59003,"Harpenden","Luton Airport",70,64.438675,"Dunstable","Hemel Hempstead",70,67.083015,60.68912
"712",2022-04-10,"J10","13:30","Luton","Luton Airport",70,58.59575,"Luton Airport","Luton",70,58.71291,"Luton Airport","Dunstable",70,67.59003,64.438675
"713",2022-04-10,"J11","13:30","Dunstable","Luton",70,58.536217,"Luton","Dunstable",70,57.682407,"Luton","Luton Airport",70,58.59575,58.71291
"714",2022-04-10,"J11A","13:30","Flitwick","Dunstable",70,52.14969,"Dunstable","Flitwick",70,62.904243,"Dunstable","Luton",70,58.536217,57.682407
"715",2022-04-10,"J12","13:30","Milton Keynes","Flitwick",70,63.32725,"Flitwick","Bedford",70,61.660526,"Flitwick","Dunstable",70,52.14969,62.904243
